8c, 260, 0, 0, 0
5e, 7fffffff0005000c, 200, 28, 8eedf2e7c0
24, fffffffffffffffe, c, 1, 8eedf2e278
d, fffffffffffffffe, 5, 8eedf2e270, 8
7f, 388, 0, 8eedf2e400, 20000
d, fffffffffffffffe, 5, 8eedf2e230, 8
24, fffffffffffffffe, e, 1, 8eedf2e168
24, fffffffffffffffe, e, 8eedf2e001, 8eedf2e090
24, fffffffffffffffe, 4, 1, 8eedf2e6b8
83, 388, 0, 13, 388
24, fffffffffffffffe, e, 1, 8eedf2e2d8
24, fffffffffffffffe, e, 8eedf2e101, 8eedf2e200
83, 388, 0, 12, 388
24, fffffffffffffffe, c, 1, 8eedf2e1a8
d, fffffffffffffffe, 5, 8eedf2e1a0, 8
d, fffffffffffffffe, 2c, 24ab1479fa8, 8
86, 958, 24ab1447080, 0, 24ab1489410
4, 42c, 0, 6cf4fe408, 1eb1b8e2e28
4, 42c, 0, 6cf4fe408, 1eb1b8e20a8
d, fffffffffffffffe, 5, b7fbafe1c8, 8
21, 564, 19, 0, 0
21, 564, 19, 2a6e71d6a20, 1c
f, 564, 1, 2a6e66b07e0, 4
48, b7fbafdff8, 1f0003, 0, 0
48, b7fbafdff8, 1f0003, 0, 1
7f, 388, 0, 8eedf2e330, 20000
1e3, 18, 1fcc8a27c80, 10, ee3fb9fae8
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
48, b7fbafdff8, 1f0003, 0, 1
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
86, 2b8, 2a6e8546370, 0, 5c
21, fffffffffffffffa, 1, b7fbafdf30, 58
d, fffffffffffffffe, 5, b7fbafde40, 8
d, fffffffffffffffe, 5, b7fbafde68, 8
8a, 1f0, 2a6e8546370, 0, 2a6e8914000
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
86, 2b8, 2a6e8546370, 0, 5c
24, fffffffffffffffe, e, 1, b7fbafdfa0
d, fffffffffffffffe, 5, 8eedf2e160, 8
24, fffffffffffffffe, e, 1, 8eedf2e098
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, 6b5bea2020, d6faafc1c0, 8
21, 6e0, 9, b7fbafdf98, 4
42, 6e0, 2c, b7fbafde80, 0
f, 6e0, 1, 2a6e66b07e0, 4
21, 6dc, 1, b7fbafdec0, 58
21, 6dc, 3, 0, 0
24, fffffffffffffffe, e, 8eedf2df01, 8eedf2dfc0
24, fffffffffffffffe, 4, 1, 8eedf2e5e8
21, 6dc, 3, 2a6e8904a80, 154
41, 6dc, 0, 2a6e8904a80, 0
d, fffffffffffffffe, 5, b7fbafdf40, 8
d, fffffffffffffffe, 5, b7fbafdf68, 8
48, b7fbafe048, 1f0003, 0, 0
e, 5ac, 0, 2a6e85ed7d0, 2a6e85f0550
5b, 1, b7fbafe238, 1, 0
48, b7fbd7f798, 1f0003, 0, 1
3e, 288, 2a6e75e5ef0, 2a6e71d68a0, 0
e, 288, 0, 3530, 0
e, 648, 0, 0, 0
f, 648, 1, 2a6e66b07e0, 4
48, b7fbd7f798, 1f0003, 0, 1
3e, 288, 2a6e75e5ef0, 2a6e75e61fa, 0
76, ffffffffffffffff, b7fbd7f040, b7fbd7ef90, 1000
70, 3444, 47ec8ff7b2, 0, 47ec8ff7b0
1e3, 1c, 1ed4ce99990, 10, 47ecbff8d8
83, 388, 0, 12, 388
1008, 80328, 87, 0, c
1056, 80328, 8, c0c0c, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
1054, ffffffff99010c23, 0, 12c, 8
76, ffffffffffffffff, b7fbd7f0d0, b7fbd7f020, 1000
4, 42c, 0, 6cf4fe408, 1eb1b8e23a8
4, 42c, 0, 6cf4fe408, 1eb1b919aa8
76, ffffffffffffffff, 6cf4fe1c0, 6cf4fe110, 1000
4, 42c, 0, 6cf4fe408, 1eb1b9173a8
4, 42c, 0, 6cf4fe408, 1eb1b917528
4, 42c, 0, 6cf4fe408, 1eb1b9191a8
55, 425f8fe628, 100001, 425f8fe6a0, 425f8fe688
29, 86c36feb48, 24ab1489410, 86c36feb38, 86c36feb28
76, ffffffffffffffff, b7fbd7ea00, b7fbd7e950, 1000
d, fffffffffffffffe, 5, 86c36feaa0, 8
1ae, 18, 9, 86c36ff968, 4
1e3, 18, 24ab10fd050, 10, 86c36ffa98
7, 67c, 0, 0, 0
f, 67c, 0, 425f8fe588, 0
e, 288, 0, 3530, 0
48, b7fbd7f508, 1f0003, 0, 1
3e, 288, 2a6e75e5ef0, 2a6e8914be8, 0
1006, ffffffff8b01092d, 0, 120, 8
4, 42c, 0, 6cf4fe408, 1eb1b918128
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
e, 1ac, 0, 47ec8ff7e8, 0
4, 1a8, 0, 0, 0
3e, 1ac, 0, 47ec8ff928, 0
3f, 7e8, 1978c603730, d6faafc200, 448
34, 0, 47ec8ff9e0, 47ec8ff998, 0
25, fffffffffffffffe, 17, 259b8fb560, 10
25, fffffffffffffffe, 17, 259b8fb560, 10
25, fffffffffffffffe, 17, 259b8fb560, 10
25, fffffffffffffffe, 17, 259b8fb560, 10
25, fffffffffffffffe, 17, 259b8fb560, 10
25, fffffffffffffffe, 17, 259b8fb560, 10
17, 4b30, b25e308, 2, b25e030
17, 4b30, b25e308, 2, b25e030
55, 425f8fe628, 100001, 425f8fe6a0, 425f8fe688
48, 425f8fe2a0, 1f0003, 0, 1
34, 0, e8a97fc3f0, 98, 68
1bd, 24, 1076f4b0, 0, 1076f4e0
90, 28, 14, 24, 11b0d68
1037, a96e2986278c0000, 0, 5, 19013
101a, 0, 0, 0, 1
e, 288, 0, 3530, 0
1bd, 2c, be0f8ff860, 0, be0f8ff890
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2a0, 1f0003, 0, 1
8c, 378, 20000, 264a8f69f60, 264ae8fe868
90, a0, 84, 9c, 2522ee04948
1e3, 90, 2522ee3b3e0, 10, e8a947f878
1bd, 2c, 25f997f580, 0, 25f997f5b0
90, 30, 1c, 2c, 196d4c02558
e, 1040, 0, 196d5cb3700, 7ffe03b0
1e3, 20, 196d63c3b00, 10, 25f997f658
4, 42c, 0, 6cf4fe408, 1eb1b9176a8
4, 42c, 0, 6cf4fe408, 1eb1b919c28
4, 42c, 0, 6cf4fe408, 1eb1b919928
4, 42c, 0, 6cf4fe408, 1eb1b9185a8
4, 42c, 0, 6cf4fe408, 1eb1b917828
4, 42c, 0, 6cf4fe408, 1eb1b9179a8
7, 3f8, 67c, 0, 0
17, 4b30, b25e308, 2, b25e030
101a, 0, 0, 0, 1
1e0, 7ff745055220, 425fcffb70, 1, 0
25, fffffffffffffffe, 17, 259b8fb560, 10
1008, 80328, 87, 0, c
4, 42c, 0, 6cf4fe408, 1eb1b919da8
4, 42c, 0, 6cf4fe408, 1eb1b919328
4, 42c, 0, 6cf4fe408, 1eb1b917b28
4, 42c, 0, 6cf4fe408, 1eb1b918d28
4, 42c, 0, 6cf4fe408, 1eb1b917ca8
4, 42c, 0, 6cf4fe408, 1eb1b9170a8
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2a0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2a0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
1056, 80328, 8, c0c0c, 0
100e, 10114, 0, 2280, 114
100e, 10114, 2, 1076ed38, 0
1474, 10114, 1076eee0, 1076ed38, 0
100e, 10380, 0, 7000, 380
100e, 10380, 2, 1076ed38, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
1054, ffffffff99010c23, 0, 12c, 8
1006, ffffffff8b01092d, 0, 0, 0
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
e, 1ac, 0, 47ec8ff7e8, 0
4, 1a8, 0, 0, 0
4, ac, 0, 0, 0
19, ffffffffffffffff, 3, e8a93fef20, 60
19, ffffffffffffffff, 3, e8a93fef20, 60
19, ffffffffffffffff, 3, e8a93fef20, 60
19, ffffffffffffffff, 3, e8a93fef20, 60
19, ffffffffffffffff, 3, e8a93fef20, 60
19, ffffffffffffffff, 3, e8a93fef20, 60
23, ffffffffffffffff, 25233e70000, 3, e8a93fbe08
23, ffffffffffffffff, 25233e70000, 3, e8a93fbfb8
23, ffffffffffffffff, 25233e70000, 3, e8a93fc2c8
4, 42c, 0, 6cf4fe408, 1eb1b91b2a8
4, 42c, 0, 6cf4fe408, 1eb1b91a6a8
4, 42c, 0, 6cf4fe408, 1eb1b91f328
4, 42c, 0, 6cf4fe408, 1eb1b91ea28
1474, 10380, 1076eee0, 1076ed38, 0
1445, 10380, 14c0000, 20, 10001
100e, 100b8, 0, 1700, b8
100e, 100b8, 2, 1076ed38, 0
1474, 100b8, 1076eee0, 1076ed38, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
61, 230, 0, 1, 1
4, 21c, 0, c416bff5c8, 0
4, 2ac, 0, c416bff5c8, 0
4, 42c, 0, 6cf4fe408, 1eb1b91d3a8
4, 42c, 0, 6cf4fe408, 1eb1b91ff28
4, 42c, 0, 6cf4fe408, 1eb1b91dfa8
4, 42c, 0, 6cf4fe408, 1eb1b9221a8
4, 42c, 0, 6cf4fe408, 1eb1b922628
4, 42c, 0, 6cf4fe408, 1eb1b9206a8
4, 42c, 0, 6cf4fe408, 1eb1b921a28
4, 42c, 0, 6cf4fe408, 1eb1b921428
4, 42c, 0, 6cf4fe408, 1eb1b922028
4, 42c, 0, 6cf4fe408, 1eb1b920528
4, 42c, 0, 6cf4fe408, 1eb1b9200a8
4, 42c, 0, 6cf4fe408, 1eb1b924a28
4, 42c, 0, 6cf4fe408, 1eb1b924428
4, 42c, 0, 6cf4fe408, 1eb1b9245a8
4, 42c, 0, 6cf4fe408, 1eb1b9257a8
4, 42c, 0, 6cf4fe408, 1eb1b9254a8
4, 42c, 0, 6cf4fe408, 1eb1b9233a8
4, 42c, 0, 6cf4fe408, 1eb1b91bea8
4, 42c, 0, 6cf4fe408, 1eb1b91c328
4, 42c, 0, 6cf4fe408, 1eb1b923e28
4, 42c, 0, 6cf4fe408, 1eb1b925328
4, 42c, 0, 6cf4fe408, 1eb1b9236a8
4, 42c, 0, 6cf4fe408, 1eb1b925c28
4, 230, 0, c416bff5c8, 0
4, 1320, 0, c416bff5c8, 0
124d, c416bff570, c0003280, 1c5a4484500, 0
4, 2b0, 0, c416bff588, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
90, 30, 1c, 2c, 28545c02558
4, 42c, 0, 6cf4fe408, 1eb1b91aca8
4, 42c, 0, 6cf4fe408, 1eb1b923828
4, 42c, 0, 6cf4fe408, 1eb1b9224a8
5e, 278, 300, 78, e8a93ff118
5e, 278, 300, 78, e8a93ff368
5e, 278, 300, 78, e8a93ff388
5e, 278, 300, 78, e8a93ff388
5e, 278, 300, 78, e8a93ff358
36, b6, e8a93fe380, 38, 0
19, ffffffffffffffff, 1, e8a93fe3b8, 30
19, ffffffffffffffff, 3, e8a93fe3f0, 58
19, ffffffffffffffff, 1, e8a93fe470, 58
19, ffffffffffffffff, 1, e8a93fe4a0, 58
1dc, ffffffffffffffff, 2522fff0000, 0, e8a93fe460
19, ffffffffffffffff, 1, e8a93fe0c0, 58
36, b6, e8a93fdf50, 38, 0
19, ffffffffffffffff, 1, e8a93fdf88, 30
19, ffffffffffffffff, 3, e8a93fdfc0, 58
28, 554, ffffffffffffffff, e8a93fe418, 0
50, ffffffffffffffff, e8a93fe518, e8a93fe510, 8
100e, 100c2, 0, 1840, c2
100e, 100c2, 2, 1076ed38, 0
1474, 100c2, 1076eee0, 1076ed38, 0
100e, 100b0, 0, 1600, b0
100e, 100b0, 2, 1076ed38, 0
1474, 100b0, 1076eee0, 1076ed38, 0
100e, 10178, 0, 2f00, 178
100e, 10178, 2, 1076ed38, 0
1474, 10178, 1076eee0, 1076ed38, 0
100e, 10136, 0, 26c0, 136
100e, 10136, 2, 1076ed38, 0
1474, 10136, 1076eee0, 1076ed38, 0
100e, 100e0, 0, 1c00, e0
8c, 3720, 20000, 1c19e190, 98aaa88
3f, 7e8, 1978c603dc0, 27a00088b40, 96
3e, 1070, 25fb2ffd50, 25fb2ffd38, 0
3e, 106c, 0, 25fb2ffae8, 0
100e, 100e0, 2, 1076ed38, 0
8c, a5c, 20000, 1f8198e9a70, 1f824e20978
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
d, fffffffffffffffe, a, daf978, 4
3000f, 3, 77658b80, 216, 776365cc
36, b6, e8a93feab0, 38, 0
5e, 278, 300, 78, e8a9e7f6a8
5e, 278, 300, 78, e8a9e7f538
5e, 278, 300, 78, e8a9e7f538
5f, 5, 0, 0, e8a9e7f678
36, 66, e8a9e7eee0, 1b0, 0
36, 66, e8a9e7eee0, 1b0, 0
36, 66, e8a9e7eee0, 1b0, 0
36, 66, e8a9e7eee0, 1b0, 0
5e, 278, 300, 78, e8a9e7f1f8
5e, 278, 300, 78, e8a9e7f1f8
5e, 278, 300, 78, e8a9e7f538
5e, 278, 300, 78, e8a9e7f6a8
5e, 278, 300, 78, e8a9e7f738
1e3, 24, 2522ee8cd60, 10, e8a9e7fa08
24, fffffffffffffffe, c, 1, 4e2bcfa608
d, fffffffffffffffe, 5, 4e2bcfa600, 8
7f, 158, 0, 4e2bcfa790, 20000
d, fffffffffffffffe, 5, 4e2bcfa5c0, 8
24, fffffffffffffffe, e, 1, 4e2bcfa518
24, fffffffffffffffe, e, 4e2bcfa401, 4e2bcfa440
24, fffffffffffffffe, c, 1, 4e2bcfa848
d, fffffffffffffffe, 5, 4e2bcfa840, 8
7f, 7b4, 0, 4e2bcfa9d0, 20000
d, fffffffffffffffe, 5, 4e2bcfa800, 8
24, fffffffffffffffe, e, 1, 4e2bcfa738
24, fffffffffffffffe, e, 4e2bcfa601, 4e2bcfa660
48, 4e2bcfacc8, 1f0003, 0, 1
48, 4e2bcfacc8, 1f0003, 0, 1
48, 4e2bcfacc8, 1f0003, 0, 0
d0, 233bc9876a0, 1, 0, ffffffff
90, 2164, 1c, 1d9c, 233bc9876b8
8c, 7b4, 0, 233c6ead570, 233b9810298
f, 1d6c, 1, 233b21307e0, 4
d, fffffffffffffffe, 5, 4e2bcfb118, 8
f, 2020, 1, 233b21307e0, 4
24, fffffffffffffffe, 2000c, 1, 4e2bcfb118
0, 7fff1df723f0, 2020, 1, 7fff1df723d8
f, 2020, 1, 233b21307e0, 4
129, 4e2bcfa898, 2000000, 4e2bcfa8d8, 0
119, 1074, 0, 0, 25fb2ffa10
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
16, 2020, 7, 4e2bcfa678, 4
129, 4e2bcfa6d0, 1, 4e2bcfa730, 0
f, 2020, 0, 0, 0
17, 1d6c, 4e2bcfa9c8, 2, 4e2bcfa6f0
f, 1d6c, 1, 233b21307e0, 0
24, fffffffffffffffe, 20008, 1, 4e2bcfaa10
21, 1d6c, 1, 4e2bcfaa30, 58
f, 1d6c, 1, 233b21307e0, 4
129, 4e2bcfa8b8, 2000000, 4e2bcfa8d8, 0
16, 1d6c, 7, 4e2bcfa6d8, 4
129, 4e2bcfa730, 1, 4e2bcfa790, 0
f, 1d6c, 0, 0, 0
16, 2020, 7, 4e2bcfa6d8, 4
129, 4e2bcfa730, 1, 4e2bcfa790, 0
1bd, 24, 3e53ffbc0, 0, 3e53ffbf0
17c, 20, 100010004, 10004, 1
1ae, 20, 9, b5c577fa20, 4
1ae, 20, 9, b5c577fa48, 4
f, 2020, 1, 233b21307e0, 0
1e3, 20, 1f6d2ad6e80, 10, b5c577fb78
36, 3d, 252363fda40, 1e0, e8a9d7edf0
1bd, 9c, e8a9d7ead0, 0, e8a9d7ead8
4, 42c, 0, 6cf4fe408, 1eb1b920b28
25, fffffffffffffffe, 17, c416bff6b0, 10
1157, c416bff450, c416bff5f0, c416bff5e8, 0
7, 3f8, 67c, 0, 0
1157, c416bff380, c416bff498, 7ffe7000, 83
36, 66, e8a9d7eda0, 1b0, 0
36, 66, e8a9d7eda0, 1b0, 0
36, 66, e8a9d7eda0, 1b0, 0
1115, 4, c416bff400, 1c59c653130, ffffffff
1128, 4, c416bff420, c416bff428, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
5b, 1, 1c59c641140, 1, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
25, fffffffffffffffe, 17, c416bff420, 10
112c, c416bff370, c416bff364, c416bff368, 0
12dd, ffffffff89120c08, 4, c416bff0e0, c416bff148
103b, ffffffffbc040cea, 0, 0, 0
103b, ffffffffbc040cea, 30, 1c5a6416d50, 0
1020, ffffffffbc040cea, c41699c000, 0, 1c59caf0000
1ae, 20, 9, b7fc37f588, 4
1e3, 20, 2a6e68bb500, 10, b7fc37f6b8
18, ffffffffffffffff, 362397f070, 0, 362397f118
e, 48, 0, 0, 7fff27494ef8
1d0, 7fff273aef34, 0, 362397f528, 0
43, 362397f960, 1, 362397f608, 0
1, 1c, 362397fd50, 0, 362397fd00
1e3, 1c, 181a79f96f0, 10, 362397fb28
1bd, 28, 362397fa50, 0, 362397fa80
1bd, 28, 362397f9a0, 0, 362397f9a8
90, 2c, 18, 28, 181a79c0d68
1e0, 7ff68f5cbb9c, 0, 0, 2800
17, 418, 9ab3afc7f8, 2, 9ab3afc520
17, 418, 9ab3afc7f8, 2, 9ab3afc520
17, 418, 9ab3afca28, 2, 9ab3afc750
16, 418, 7, 9ab3afc728, 4
129, 9ab3afc780, 20119, 9ab3afc7e0, 0
f, 418, 1, 1d8672107e0, 0
f, 644, 1, 1d8672107e0, 0
36, 66, e8a9d7eda0, 1b0, 0
5e, 278, 300, 78, e8a9d7f0b8
5e, 278, 300, 78, e8a9d7f0b8
5e, 278, 300, 78, e8a9d7f0a8
36, 66, e8a9d7ed90, 1b0, 0
36, 66, e8a9d7ed90, 1b0, 0
5e, 278, 300, 78, e8a9d7f0a8
5e, 278, 300, 78, e8a9d7f0a8
5e, 278, 300, 78, e8a9d7f0a8
5e, 278, 300, 78, e8a9d7f0a8
5e, 278, 300, 78, e8a9d7f0a8
5e, 278, 300, 78, e8a9d7f3f8
5e, 278, 300, 78, e8a9d7f568
5e, 278, 300, 78, e8a9d7f5f8
1e3, 24, 2522f71fe50, 10, e8a9d7f8c8
4, 42c, 0, 6cf4fe408, 1eb1b9212a8
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 748c0000, 748c0000, 0
112e, c416bff400, c416bff3f0, c416bff3f4, 0
25, fffffffffffffffe, 17, c416bff420, 10
11ea, c416bfe938, 1c5a443ba10, 7fff21fb89b0, c416bfe798
11b3, c416bfe810, 1c5a4438050, c416bfe838, 0
12, 1d867496f00, 20119, 9ab3afccb8, 1d867496f00
16, 644, 0, 9ab3afccf0, 210
17, 644, 9ab3afcde8, 2, 9ab3afcb10
17, 644, 9ab3afcbb8, 2, 9ab3afc8e0
17, 644, 9ab3afcbb8, 2, 9ab3afc8e0
17, 644, 9ab3afcde8, 2, 9ab3afcb10
17, 644, 9ab3afcde8, 2, 9ab3afcb10
16, 644, 7, 9ab3afcae8, 4
129, 9ab3afcb40, 20119, 9ab3afcba0, 0
11ea, c416bfe7c0, 1, 1c5a2010030, 7fff2749ce20
1257, c416bff120, 7fff2123a7c8, c416bff120, 5563
11ea, c416bff240, 0, 0, 0
1257, c416bff120, 7fff2123a7c8, c416bff120, 5563
11ea, c416bff240, f, 1c5ace135b0, 2e
1157, c416bff2e0, c416bff3f8, 7ffe7000, 83
1119, 4, c416bff4b8, 1c59c6610a8, 1c59c6610a8
146, 870, 0, 5, 83
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 75f20000, 75f20000, 0
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 746d0000, 746d0000, 0
4, 42c, 0, 6cf4fe408, 1eb1b925aa8
1bd, 2c, 6cf4fe660, 0, 6cf4fe668
20, 314, 0, 1, 1eb1a62da90
86, 704, 1eb1c043080, 0, 1
26, 6cf4fe4b8, 1000, 6cf4fe460, 6cf4fe450
19, 77c, 1b, 1eb1b931b50, 208
136, 6cf4fe1e0, 1, 6cf4fe1f8, 68
136, 6cf4fe1e0, 1, 6cf4fe1f8, 0
136, 6cf4fe1e0, 1, 6cf4fe1f8, 0
169, 4c8, 6cf4fe1e8, 0, 0
f, 4c8, 0, 6cf4fe1b8, 0
136, 6cf4fe1e0, 1, 6cf4fe1f8, 0
19, 77c, 3c, 1eb1b92f850, 208
24, fffffffffffffffe, 8, 1, 6cf4fe4e0
21, 4c8, 1, 0, 0
21, 4c8, 1, 1eb1b83db00, 1c
f, 4c8, 1, 1eb1a3f07e0, 4
f, 77c, 1, 1eb1a3f07e0, 4
d, fffffffffffffffe, 5, 6cf4fe500, 8
e, 2bc, 0, 1, 1
17, 644, 9ab3afcbb8, 2, 9ab3afc8e0
17, 644, 9ab3afcde8, 2, 9ab3afcb10
17, 644, 9ab3afcde8, 2, 9ab3afcb10
17, 644, 9ab3afcde8, 2, 9ab3afcb10
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 74940000, 74940000, 0
d, fffffffffffffffe, a, daf9f8, 4
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 74930000, 74930000, 0
17, 644, 9ab3afcde8, 2, 9ab3afcb10
f, 7e8, 1, 27a7e9b07e0, 4
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 7e8, 0, d6faafc700, 30
3000f, 3, 77658b80, 206, 776367bc
3000f, 3, 77658b80, 202, 776365ec
7c, 428, 40000, 0, 5cf8
7e, 428, 0, 6cf4fe798, 1eb1b97b230
1bd, 98, 6cf4fe4d0, 0, 6cf4fe4d8
8c, 428, 410000, 1eb1b5b8370, 6cf4ff108
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 74660000, 74660000, 0
50, ffffffffffffffff, cadd00, cadcf8, 4
50, ffffffffffffffff, cadd00, cadcf8, 2
2a, ffffffffffffffff, 74920000, 74920000, 0
17, 644, 9ab3afcde8, 2, 9ab3afcb10
3f, 7e8, d823dea018, d6faafc6d8, 8
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
80, 428, 0, 10, 0
d, fffffffffffffffe, 2c, 6cf4ff250, 8
76, ffffffffffffffff, ee31f7dd10, ee31f7dc60, 1000
25, fffffffffffffffe, 17, c416bff5c0, 10
5b, 4, 1c59c63b508, 1, 0
17d, 26c, c416bff250, 1, c416bff240
5b, 5, 1c59c641140, 1, 0
1ae, 20, 9, b7fbf7f818, 4
3f, 7e8, 1ee03604080, d6faafcae0, 138
3f, 7e8, 1ee03603d00, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, d823dea020, d6faafc1c0, 8
3f, 7e8, 1ee036036b0, d6faafc200, 448
1ae, 20, 9, 6cf4ff5d8, 4
1e3, 20, 1eb1b979210, 10, 6cf4ff708
129, b13efea60, 1, b13efeac0, 0
16, 310, 7, b13efea08, 4
129, b13efea60, 1, b13efeac0, 0
f, 310, 1, 19cf1e207e0, 0
16, 168, 7, b13eff078, 4
1e3, 20, 2a6e68c1a30, 10, b7fbf7f948
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
48, 425f8fe2b0, 1f0003, 0, 1
7, 3f8, 67c, 0, 0
f, 67c, 1, 1b647e007e0, 4
16, dc, 7, 425f8fe5e8, 4
129, 425f8fe640, 20019, 425f8fe6a0, 0
17, 67c, 425f8fe948, 2, 425f8fe670
17, 67c, 425f8fe948, 2, 425f8fe670
f, 67c, 1, 1b647e007e0, 0
1005, 1a0034, 83, 0, 362367db40
5, 362367da90, 18, 0, 0
5, 362367d9c0, 18, 0, 362367da90
50, ffffffffffffffff, cadd00, cadcf8, 4
3f, 7e8, 1ee03603d40, 27a7f542ab0, 6c
f, 7e8, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
f, 0, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
76, ffffffffffffffff, ee31f7db50, ee31f7daa0, 1000
1bd, 28, 47ecbff800, 0, 47ecbff830
1bd, 28, 47ecbff750, 0, 47ecbff758
90, 2c, 18, 28, 1ed4ce30d68
e, ac, 0, 10, 80000000
1e3, 1c, 1ed4ce99990, 10, 47ecbff8d8
1ae, 20, 9, b7fc27f9b8, 4
5, 362367daa0, 18, 0, 0
1ae, 24, 9, 7c9faf1f0, 4
8a, 21c, 15b14ec4e60, 3, 7c9faf050
d, fffffffffffffffe, 2c, 15b14e96b18, 8
86, 3b8, 15b14ec4e60, 0, 7c9fae3c8
24, fffffffffffffffe, 8, 1, 7c9fae2f8
d, fffffffffffffffe, 5, 7c9fae270, 8
21, 574, 1d, 7c9fae118, 4
140, 574, 7c9fae0d8, 7c9fae0c0, 0
140, 574, 7c9fae0d8, 7c9fae0c0, 0
21, 574, 1, 7c9fadf60, 58
0, 7c9fadf30, 574, 10001, 7fff27446738
21, 574, c, 7c9fae408, 4
21, 574, 1, 7c9fae420, 54
63, 7fff1e2ed1a0, 7c9fae430, 574, 1
f, 574, 1, 15b14b907e0, 4
21, 460, 2f, 7c9fae2e0, 4
21, 460, c, 7c9fae324, 4
24, fffffffffffffffe, 2000000, 0, 7c9fae278
131, ffffffffffffffff, 2000000, 7c9fae278, 5c
140, 574, 7c9fae2a8, 7c9fae250, 0
f, 574, 1, 15b14b907e0, 4
4, 2bc, 0, 0, 7c9fae290
4, 2bc, 0, 0, 15b14e407d0
8c, 670, 20000, 15b14ebc660, 15b14e9f298
89, 2fc, 0, a01cbff308, 10
4, 458, 0, 679b97d988, 0
34, 0, 679b97da10, 679b97d958, 0
e, 4c, 0, 0, 0
1d0, 7fff273aef34, 0, b7fc47f2f8, 0
43, b7fc47f730, 1, b7fc47f3d8, 0
1, 20, b7fc47fb20, 0, b7fc47fae0
1e3, 20, 2a6e681efc0, 10, b7fc47f8f8
